categoria,frames,duracion_seg,brillo_promedio,movimiento_promedio,velocidad_promedio,aceleracion_promedio,angulo_rodilla_promedio,angulo_cadera_promedio,angulo_tobillo_promedio,inclinacion_promedio,dist_hombros_caderas,simetria_promedio
Adelante,0.13157894736842105,0.32920792079207917,0.41114274095160575,0.16442048517520214,0.23728813559322035,0.14285714285714285,0.974971983563691,1.0,0.9445156203804078,0.17543859649122806,0.4209868831980012,0.724037528307991
Adelante,0.13157894736842105,0.32920792079207917,0.1655144367629111,0.25067385444743934,0.6440677966101694,0.6571428571428571,0.9544265969368699,0.916518228238927,0.9139647186360499,0.15789473684210523,0.5690193628981886,0.8330637334196053
Adelante,0.06578947368421054,0.1633663366336634,0.29890199267995055,0.14824797843665766,0.40677966101694907,0.6285714285714286,0.953554974473914,0.90559315995725,0.8802601754213067,0.19298245614035087,0.40474703310430965,0.7366548042704627
Adelante,0.18092105263157895,0.45297029702970293,0.47702318015453393,0.2021563342318059,0.35593220338983045,0.2857142857142857,0.9306437554476408,0.8844555278470494,0.7507637725436088,0.20175438596491224,0.6096189881324172,0.9482368165642185
Adelante,0.1611842105263158,0.4034653465346535,0.22529483529890104,0.1725067385444744,0.23728813559322035,0.17142857142857143,0.9190636284397957,0.8717491984324905,0.8523701586675864,0.2543859649122807,0.5977514053716426,0.9000323519896474
Adelante,0.05263157894736839,0.1311881188118813,0.47824318828792123,0.16442048517520214,0.32203389830508466,0.2571428571428572,0.9364960776989171,0.9058306614416345,0.8564107618015174,0.3245614035087719,0.4434728294815739,0.7476544807505661
Adelante,0.14144736842105263,0.35396039603960394,0.43716958113054094,0.20889487870619944,0.3728813559322033,0.2571428571428572,0.9605279541775622,0.8200926255789103,0.9500344929535821,0.29824561403508765,0.7295440349781386,0.9854416046586865
Adelante,0.07565789473684212,0.18811881188118817,0.2708418056120374,0.21293800539083557,0.5932203389830508,0.7714285714285714,0.9124642012202715,0.9085619285120534,0.9378141322558392,0.11403508771929821,0.49594003747657694,0.8566806858621804
Adelante,0.0394736842105263,0.0990099009900991,0.2655551037006907,0.238544474393531,0.40677966101694907,0.34285714285714286,0.9503175196115059,0.9061869136682108,0.9599881738444861,0.5350877192982455,0.6258588382261085,0.8948560336460692
Adelante,0.06907894736842105,0.1732673267326733,0.09231394875965737,0.24528301886792447,0.3389830508474576,0.2857142857142857,0.916822313535052,0.9146182163638525,0.7456391051542327,0.19298245614035087,0.712054965646471,0.980588806211582
Adelante,0.2269736842105263,0.5693069306930694,0.4477429849532326,0.16576819407008087,0.23728813559322035,0.14285714285714285,0.9557962893786582,0.8871867949174683,0.8223120134029763,0.3333333333333333,0.6402248594628357,0.9113555483662246
Adelante,0.30263157894736836,0.7574257425742572,0.27816185441236296,0.160377358490566,0.4576271186440677,0.3142857142857143,0.9123396837255635,0.8897993112456957,0.9119936927170592,0.4649122807017544,0.6258588382261085,0.8822387576835975
Adelante,0.10855263157894737,0.2722772277227723,0.3956893045953631,0.19541778975741236,0.44067796610169485,0.37142857142857144,0.936745112688333,0.9479871749198434,0.9243126047107518,0.2631578947368421,0.5540287320424733,0.8883856357165966
Adelante,0.11513157894736839,0.28712871287128716,0.005693371289140714,0.18463611859838275,0.38983050847457623,0.4,0.9513136595691698,0.9295808098800622,0.9446141716763575,0.5438596491228069,0.5915053091817613,0.901973471368489
Adelante,0.10526315789473681,0.2623762376237624,0.26148840992273126,0.16981132075471694,0.44067796610169485,0.42857142857142855,0.9448387498443536,0.9276807980049879,0.8926776387109489,0.4122807017543859,0.570893191755153,0.8841798770624393
Adelante,0.256578947368421,0.6435643564356435,0.09922732818218716,0.1091644204851752,0.22033898305084745,0.19999999999999996,0.9211804258498324,0.895261845386534,0.8876515226175224,0.49122807017543857,0.4884447220487195,0.7923002264639275
Adelante,0.11513157894736839,0.28712871287128716,0.16104107360715592,0.12129380053908352,0.32203389830508466,0.2857142857142857,0.9567924293363217,0.8981118631991454,0.9703360599191878,0.12280701754385964,0.44597126795752656,0.7605952766095114
Adelante,0.06249999999999997,0.15594059405940608,0.04148027653517605,0.2412398921832884,0.25423728813559315,0.19999999999999996,0.8942846469929027,0.9478684241776514,0.8424164777766826,0.5175438596491228,0.6289818863210492,0.8916208346813329
Atras,0.03618421052631579,0.08910891089108919,0.21960146400975855,0.2830188679245283,0.5762711864406779,0.6285714285714286,0.9591582617357739,0.8881368008550057,0.24795506060904693,0.23684210526315785,0.6077451592754528,0.9310902620511161
Atras,0.016447368421052627,0.03960396039603964,0.37169581130540763,0.21159029649595684,0.40677966101694907,0.3142857142857143,0.9257875731540284,0.9112931955824726,0.4148024046516211,0.42105263157894735,0.4659587757651466,0.7463604011646716
Atras,0.0855263157894737,0.21287128712871295,0.49979666531110123,0.20485175202156336,0.559322033898305,0.48571428571428577,0.9439671273813972,0.8773304833155211,0.36631516704444655,0.4122807017543859,0.48719550281074325,0.7897120672921384
Atras,0.01315789473684209,0.03217821782178232,0.2712484749898323,0.21159029649595684,0.32203389830508466,0.2571428571428572,0.8667662806624334,0.7843486521790763,0.2923031437863407,0.23684210526315785,0.5640224859462837,0.8447104496926561
Atras,0.07236842105263155,0.18069306930693074,0.3643757625050821,0.25202156334231807,0.44067796610169485,0.34285714285714286,0.9569169468310301,0.9146182163638525,0.43421700995368095,0.4736842105263157,0.6014990630855714,0.8767389194435458
Atras,0.032894736842105254,0.08168316831683176,0.509963399755998,0.22641509433962265,0.38983050847457623,0.42857142857142855,0.9125887187149799,0.8773304833155211,0.4367793436483688,0.29824561403508765,0.6114928169893816,0.8379165318667098
Atras,0.09210526315789472,0.23019801980198018,0.48271655144367465,0.2574123989218329,0.40677966101694907,0.3142857142857143,0.9251649856804884,0.8172426077662989,0.20350842613580378,0.5438596491228069,0.6489693941286696,0.8553866062762858
Atras,0.0,0.0,0.23912159414396061,0.2574123989218329,0.44067796610169485,0.2857142857142857,0.9337566928153409,0.879942999643748,0.09391938503991326,0.7368421052631579,0.6408494690818238,0.9411193788417986
Atras,0.03618421052631579,0.08910891089108919,0.32045546970313055,0.22506738544474392,0.559322033898305,0.2285714285714286,0.9122151662308555,0.8248426552665955,0.2650044348083177,0.3947368421052631,0.590256089943785,0.8172112584923972
Atras,0.003289473684210509,0.007425742574257543,0.20821472143147535,0.25336927223719674,0.5762711864406779,0.5714285714285715,0.9485742746855936,0.8805367533547088,0.4312604710751947,0.3859649122807017,0.6208619612742037,0.9003558718861209
Atras,0.09539473684210523,0.2376237623762376,0.4570963806425361,0.2439353099730458,0.6610169491525424,0.5142857142857143,0.9630183040717224,0.9064244151525949,0.29890608061496005,0.3947368421052631,0.7651467832604621,1.0
Atras,0.13157894736842105,0.32920792079207917,0.24928832858885652,0.19137466307277629,0.5084745762711864,0.4,0.9640144440293863,0.8646241539009623,0.32758450773627656,0.587719298245614,0.6158650843222986,0.8689744419281786
Atras,0.06249999999999997,0.15594059405940608,0.40666937779585144,0.18463611859838275,0.6779661016949151,1.0,0.9290250280164365,0.9546372164826034,0.4494924608258598,0.5964912280701754,0.4653341661461586,0.7457133613717243
Atras,0.07894736842105263,0.19801980198019808,0.060593737291580574,0.21428571428571425,0.6440677966101694,0.4571428571428571,0.9251649856804884,0.9098681866761671,0.4697940277914655,0.4122807017543859,0.4815740162398499,0.7845357489485603
Atras,0.055921052631578955,0.13861386138613863,0.26677511183407887,0.17924528301886794,0.38983050847457623,0.3142857142857143,0.9020047316647988,0.8802992518703245,0.2594855622351434,0.7017543859649122,0.5690193628981886,0.8320931737301843
Atras,0.03618421052631579,0.08910891089108919,0.14843432289548453,0.15902964959568733,0.5762711864406779,0.6285714285714286,0.9612750591458101,0.9103431896449357,0.7363752833349758,0.06140350877192982,0.4378513429106807,0.5655127790359107
Atras,0.03618421052631579,0.08910891089108919,0.1622610817405441,0.15094339622641506,0.423728813559322,0.4,0.9188145934503802,0.8755492221826389,0.5991918793732137,0.3245614035087719,0.505309181761399,0.7887415076027176
Atras,0.06249999999999997,0.15594059405940608,0.032126880845871675,0.23450134770889486,0.5762711864406779,0.42857142857142855,0.9362470427095007,0.9599809998812496,0.3052133635557307,0.587719298245614,0.6108682073703935,0.8223875768359753
Sentado,0.14473684210526314,0.3613861386138614,0.5380235868239112,0.014824797843665763,0.25423728813559315,0.17142857142857143,0.6839745984310797,0.8468115425721414,0.7976741894155909,0.27192982456140347,0.05871330418488435,0.44581041734066645
Sentado,0.26973684210526316,0.6757425742574257,0.48800325335502226,0.010781671159029643,0.22033898305084745,0.17142857142857143,0.8022662184036857,0.6131100819380124,0.9162313984428895,0.05263157894736842,0.12617114303560267,0.4839857651245551
Sentado,0.09210526315789472,0.23019801980198018,0.5050833672224471,0.014824797843665763,0.20338983050847456,0.2285714285714286,0.9660067239447145,0.925068281676761,0.9739824578693209,0.19298245614035087,0.06308557151780131,0.46392753154318994
Sentado,0.20065789473684206,0.5024752475247523,0.5506303375355825,0.0,0.18644067796610167,0.17142857142857143,0.8813348275432697,0.6910105688160555,0.9478663644426922,0.07894736842105263,0.09056839475327921,0.5292785506308637
Sentado,0.26644736842105265,0.6683168316831682,0.4717364782431881,0.02291105121293799,0.18644067796610167,0.17142857142857143,0.4133980824305816,0.42358389739935887,0.5746526066817778,0.14912280701754385,0.14990630855715176,0.5532190229699125
Sentado,0.1513157894736842,0.3787128712871287,0.5197234648230982,0.009433962264150927,0.22033898305084745,0.14285714285714285,0.7959158261735775,0.5249970312314451,0.9432344535330638,0.05263157894736842,0.058088694565896215,0.5166612746683921
Sentado,0.08881578947368421,0.22277227722772286,0.4900366002440002,0.016172506738544465,0.22033898305084745,0.19999999999999996,0.9026273191383392,0.955230970193564,0.9530895831280178,0.02631578947368421,0.0749531542785758,0.48075056615981876
Sentado,0.20723684210526314,0.5198019801980198,0.49410329402195874,0.02021563342318057,0.18644067796610167,0.14285714285714285,0.9063628439795797,0.8561928512053203,0.8912979205676556,0.29824561403508765,0.0,0.5024263992235523
Sentado,0.17434210526315788,0.4356435643564357,0.47376982513216603,0.02425876010781669,0.30508474576271183,0.2285714285714286,0.3121653592329723,0.38534615841349007,0.584310633684833,0.09649122807017543,0.1249219237976264,0.5040439987059204
Sentado,0.2236842105263158,0.5594059405940595,0.5571370475803166,0.021563342318059286,0.23728813559322035,0.2571428571428572,0.6638027642883826,0.5884099275620474,0.6122992017345029,0.14912280701754385,0.09119300437226724,0.5380135878356519
Sentado,0.375,0.9405940594059405,0.5010166734444894,0.018867924528301883,0.18644067796610167,0.2285714285714286,0.4191258871871497,0.2806080038000238,0.8573962747610128,0.07894736842105263,0.08744534665833853,0.5380135878356519
Sentado,0.13157894736842105,0.32920792079207917,0.5327368849125653,0.010781671159029643,0.18644067796610167,0.11428571428571428,0.9240443282281161,0.9443059019118873,0.8413324135212376,0.21929824561403505,0.03747657713928787,0.43384018117114204
Sentado,0.13157894736842105,0.32920792079207917,0.24766165107767346,0.04851752021563341,0.3728813559322033,0.37142857142857144,0.39795791308678874,0.2745517159482247,0.8102887552971322,0.17543859649122806,0.08557151780137401,0.5464251051439664
Sentado,0.2434210526315789,0.608910891089109,0.3139487596583974,0.005390835579514808,0.22033898305084745,0.19999999999999996,0.3355746482380777,0.2888018050112815,0.790085739627476,0.2894736842105263,0.06308557151780131,0.5088967971530248
Sentado,0.2763157894736842,0.693069306930693,0.24400162667751069,0.010781671159029643,0.20338983050847456,0.17142857142857143,0.707632922425601,0.5352095950599693,0.7575638119641271,0.2543859649122807,0.05246720799500304,0.5308961501132319
Sentado,0.18749999999999997,0.4702970297029704,0.2891419276128495,0.014824797843665763,0.20338983050847456,0.19999999999999996,0.9275308180799402,0.8072675454221592,0.9083472947669261,0.0,0.06058713304184887,0.5027499191200258
Sentado,0.09868421052631579,0.24752475247524752,0.2586417242781609,0.032345013477088944,0.28813559322033894,0.17142857142857143,0.5042958535674262,0.5151407196294979,0.6528037843697644,0.34210526315789475,0.104309806371018,0.49919120025881597
Sentado,0.09539473684210523,0.2376237623762376,0.5465636437576249,0.02425876010781669,0.27118644067796605,0.17142857142857143,0.7235711617482259,0.9099869374183591,0.9459938898196508,0.27192982456140347,0.053716427232979314,0.44548689744419284
Cadera_Alfrente,0.5296052631578947,0.40841584158415845,0.20048800325335403,0.21832884097035044,0.4576271186440677,0.6,0.766529697422488,0.29272057950362207,0.3856312210505567,0.4649122807017544,0.9462835727670205,0.04723390488515043
Cadera_Alfrente,0.4078947368421052,0.25495049504950495,0.3643757625050821,0.21832884097035044,0.47457627118644063,0.34285714285714286,0.7965384136471174,0.4137275857974114,0.3139844288952399,0.7719298245614034,0.8051217988757027,0.16661274668392106
Cadera_Alfrente,0.7927631578947367,0.7400990099009899,0.6315575437169576,0.17654986522911048,0.32203389830508466,0.2285714285714286,0.8370065994272196,0.27158294739342126,0.39006602936828616,0.6403508771929823,0.816989381636477,0.04399870592041409
Cadera_Alfrente,0.42763157894736836,0.27970297029702973,0.5152501016673439,0.1522911051212938,0.27118644067796605,0.19999999999999996,0.6148673888681362,0.47607172544828424,0.16940967773726223,0.3947368421052631,0.7289194253591504,0.04270462633451959
Cadera_Alfrente,0.8157894736842104,0.7673267326732671,0.3753558357055704,0.21428571428571425,0.3728813559322033,0.2857142857142857,0.6240816834765286,0.5198907493171836,0.24795506060904693,0.24561403508771928,0.6364772017489069,0.038822387576835996
Cadera_Alfrente,0.6874999999999999,0.6064356435643563,0.4229361529076847,0.22641509433962265,0.40677966101694907,0.37142857142857144,0.6915701656082682,0.46205913786961195,0.37035577017837784,0.7105263157894736,0.8326046221111805,0.24652216111290842
Caderas,0.42763157894736836,0.27970297029702973,0.9312728751524997,0.1994609164420485,0.44067796610169485,0.17142857142857143,0.9381148051301209,0.6988481178007364,0.8781905982063664,0.3157894736842105,0.30668332292317296,0.6573924296344225
Caderas,0.381578947368421,0.22277227722772286,0.8906059373729143,0.160377358490566,0.49152542372881347,0.2857142857142857,0.9337566928153409,0.6837667735423347,0.83009756578299,0.37719298245614036,0.4034978138663335,0.6865092203170495
Caderas,0.582236842105263,0.47524752475247534,0.7612850752338343,0.24258760107816707,0.4576271186440677,0.2857142857142857,0.8972730668658948,0.7317420733879592,0.8679412634276139,0.5350877192982455,0.45658963148032466,0.7250080879974119
Caderas,0.6184210526315789,0.5198019801980198,0.9617730784871883,0.18463611859838275,0.44067796610169485,0.19999999999999996,0.9305192379529328,0.7566797292483081,0.9836404848723758,0.587719298245614,0.47033104309806356,0.7547719184729861
Caderas,0.513157894736842,0.3886138613861386,0.8962993086620568,0.21428571428571425,0.44067796610169485,0.2857142857142857,0.9285269580376045,0.7643985274907972,0.8644919680693802,1.0,0.5302935665209243,0.8249757360077644
Caderas,0.5921052631578947,0.4876237623762376,0.8035786905246027,0.21159029649595684,0.47457627118644063,0.17142857142857143,0.9381148051301209,0.7362546015912603,0.7810190204001181,0.45614035087719296,0.39100562148657086,0.7185376900679392
Lado,0.2894736842105263,0.10643564356435653,0.5429036193574621,0.6886792452830188,0.9999999999999999,0.9142857142857143,0.6814842485369197,0.7925424533903338,0.23110278900167536,0.3947368421052631,0.4384759525296689,0.021028793270786147
Lado,0.30592105263157887,0.12871287128712872,0.5567303782025208,0.9999999999999998,0.7796610169491524,0.4571428571428571,0.6073963391856556,0.7961049756560981,0.10367596333891793,0.2631578947368421,0.38913179262960645,0.10999676480103525
Lado,0.375,0.21534653465346543,0.6490443269621782,0.8126684636118597,0.40677966101694907,0.2857142857142857,0.6042834018179555,0.8732929580809883,0.19651128412338625,0.3245614035087719,0.3297938788257339,0.033969589129731484
Lado,0.3223684210526315,0.14851485148514854,0.5860105734038221,0.985175202156334,0.6101694915254237,0.5142857142857143,0.6425102726933136,0.7571547322170766,0.21848822312013405,0.2543859649122807,0.46970643347907554,0.0585571012617276
Lado,0.23355263157894737,0.03712871287128727,0.80479869865799,0.8140161725067384,0.6440677966101694,0.42857142857142855,0.48686340430830555,0.656454102838143,0.1279195821425052,0.27192982456140347,0.30293566520924414,0.0967324490456163
Lado,0.3355263157894737,0.165841584158416,0.574623830825538,0.6347708894878705,0.7627118644067796,0.5714285714285715,0.6379031253891174,0.8121363258520367,0.20518379816694587,0.10526315789473684,0.40287320424734524,0.0
Sentadilla,0.21710526315789472,0.017326732673267453,0.23180154534363506,0.26280323450134774,0.5932203389830508,0.4,0.17930519237952924,0.0,0.15807627870306507,0.8684210526315789,0.9562773266708307,0.16111290844386933
Sentadilla,0.2796052631578947,0.09405940594059414,0.644164294428629,0.3032345013477089,0.7796610169491524,0.42857142857142855,0.0,0.2168388552428453,0.052133635557307656,0.763157894736842,0.9569019362898188,0.3484309285021029
Sentadilla,0.3388157894736842,0.16831683168316836,0.0,0.3113207547169811,0.5084745762711864,0.4,0.37703897397584374,0.43617147607172546,0.13107322361289053,0.9824561403508771,0.9500312304809493,0.23714008411517307
Sentadilla,0.3355263157894737,0.165841584158416,0.6063440422936148,0.3045822102425876,0.6440677966101694,0.37142857142857144,0.11605030506786207,0.20009500059375385,0.13412831378732637,0.7894736842105262,0.9219237976264834,0.1219670009705597
Sentadilla,0.33223684210526305,0.16089108910891103,0.6746644977633185,0.2735849056603773,0.7796610169491524,0.42857142857142855,0.010583987050180488,0.1660135375846099,0.0,0.6491228070175439,0.9868831980012491,0.12261404076350695
Sentadilla,0.3486842105263157,0.18069306930693074,0.8202521350142327,0.2722371967654986,0.6101694915254237,0.48571428571428577,0.36035362968497076,0.2525828286426792,0.1481225978121613,0.9122807017543859,1.0,0.21546425105143968
Sentadilla,0.39144736842105254,0.23514851485148514,0.7775518503456675,0.2722371967654986,0.5762711864406779,0.2857142857142857,0.2758062507782344,0.2743142144638404,0.2820538090075885,0.7368421052631579,0.8563397876327294,0.37495956001294084
Tijeras,0.7105263157894736,0.636138613861386,0.9711264741764936,0.16172506738544473,0.03389830508474576,0.028571428571428567,0.9718590461959908,0.8827930174563594,0.9804868434019905,0.12280701754385964,0.448469706433479,0.7033322549336783
Tijeras,0.8421052631578947,0.8019801980198018,0.9886132574217159,0.11725067385444742,0.01694915254237287,0.0,1.0,0.9580809880061754,0.925101015078348,0.20175438596491224,0.37539038101186756,0.6609511484956324
Tijeras,0.7532894736842104,0.6905940594059405,0.7775518503456675,0.25202156334231807,0.1016949152542373,0.08571428571428573,0.9846843481509153,0.773661085381784,0.9146545777076965,0.3245614035087719,0.603997501561524,0.7754771918472985
Tijeras,0.8421052631578947,0.8019801980198018,0.8698657991053267,0.21698113207547165,0.0847457627118644,0.08571428571428573,0.9963889926534679,0.8101175632347706,0.8776978417266185,0.3245614035087719,0.5615240474703309,0.772565512779036
Tijeras,1.0,1.0,0.919072793818625,0.14016172506738545,0.05084745762711864,0.05714285714285715,0.8845722824056783,0.8894430590191194,0.859958608455701,0.2543859649122807,0.557151780137414,0.770624393400194
Tijeras,0.8059210526315788,0.7574257425742572,0.9849532330215531,0.15633423180592987,0.01694915254237287,0.0,0.9972606151164238,0.86118038237739,0.9739824578693209,0.34210526315789475,0.4878201124297313,0.7622128760918796
Tijeras,0.7763157894736842,0.7178217821782178,1.0,0.12668463611859837,0.0,0.0,0.9841862781720834,0.8735304595653728,0.9999999999999999,0.3859649122807017,0.49219237976264824,0.7631834357813005
